Дата выдачи,Подразделение,Контракт,Sum of Первоначальная сумма займа,Sum of Ежемесячный платеж,Sum of Кол-во дней просрочки (фактическое),Кредитный продукт
2021-03-26 00:00:00,Тойота Центр Шымкент,22503210100,2777500,70533,4,Мультибренд ПВ 20-49.9%+ / Срок 12-84 м.
2023-04-26 00:00:00,Тойота Центр Шымкент,22503220240R01,7154840,221880,35,Стандарт / ПВ 20%+ / Срок 12-84м / АСП / 11_22
2022-03-28 00:00:00,Тойота Центр Павлодар,22503220562,1127500,61515,2,Мультибренд ПВ 50%+ / Срок 12-84 м.
2022-04-26 00:00:00,Lexus Shymkent,22504220090,5911974,118169,123,Стандарт с КАСКО Мультибренд ПВ 20-39.9% + / Cрок 12-84 мес
2022-04-27 00:00:00,Тойота Центр Жетісу,22504220280,4816407,167312,3,Стандарт с КАСКО Мультибренд ПВ 20-39.9% + / Cрок 12-84 мес/Без забот
2023-04-27 00:00:00,Тойота Центр Қостанай,22504230081,24920671,533263,1,Easy Flex / ПВ 20%+ / Срок 12м / АСП / 01_23
2023-04-27 00:00:00,Тойота Центр Қостанай,22504230123,47418851,1203923,4,Easy Удержанный / ПВ 20-65% / Срок 24м / АСП / 11_22
2023-04-26 00:00:00,BMW Алматы,22504230131,23800000,859720,4,Стандарт / ПВ 20%+ / Срок 12-84м / 11_22
2023-04-27 00:00:00,Тойота Центр Шымкент,22504230149,15604335,372112,4,Стандарт Удержанный / ПВ 20%+ / Срок 12-84м / Без забот / АСП / 03_23
2023-04-26 00:00:00,Lexus Almaty,22504230305,42167891,817733,4,Easy Flex / ПВ 20%+ / Срок 12м / АСП / 01_23
2021-05-28 00:00:00,Тойота Центр Астана,22505210025,3523775,117225,2,"Мультибренд JP, DE ПВ 20-39.9% / Срок 12-84 м"
2022-05-26 00:00:00,Тойота Центр Шымкент,22505220271,6088684,186670,32,Стандарт с КАСКО Мультибренд ПВ 20-39.9% + / Cрок 12-84 мес
2023-05-26 00:00:00,Lexus Astana,22505230361,54282532,1088962,4,Easy Flex / ПВ 20%+ / Срок 12м / 01_23
2021-06-29 00:00:00,Lexus Almaty,22506210347,17797614,489084,1,Стандарт с КАСКО ПВ 20-39.9%+/12-84 м/Без забот-Н
2022-07-26 00:00:00,Lexus Almaty,22507220394,15500000,781647,65,Мультибренд ПВ 50%+/ Срок 36 м.
2022-08-26 00:00:00,Lexus Shymkent,22508220047,3300000,89561,95,Dealer Staff ПВ 20%+ / Срок 12-84 м.
2021-11-01 00:00:00,Lexus Almaty,22510210093,8140000,288750,4,ПВ 20%+ / Срок 12-84 м / Без забот
2021-10-27 00:00:00,Lexus Shymkent,22510210499,26385851,543148,183,Easy с КАСКО ПВ 20-39.9%/ Срок 36 мес
2022-10-26 00:00:00,Lexus Astana,22510220019,20397172,395548,4,Easy Flex ПВ 20%+/  Срок 12 мес
2023-04-28 00:00:00,Lexus Astana,22510220118R05,11431143,208854,2,Easy Flex ПВ 20%+/ Срок 12 мес
2022-11-25 00:00:00,Infiniti Nur-Sultan,22511220026,14626904,328452,4,Easy Flex ПВ 20%+/  Срок 12 мес/PS
2022-11-28 00:00:00,Lexus Almaty,22511220125,27003360,1041744,4,Стандарт Удержанный / ПВ 20%+ / Срок 12-84м / Без забот / 11_22
2022-01-27 00:00:00,Mycar Raiymbek,22601220142,5508644,6685389,154,Отсрочка / ПВ 20%+ / Срок 12м / АСП / 11_22
2023-01-26 00:00:00,Lexus Aktobe,22601220274R01,45195325,5160427,35,Стандарт / ПВ 20%+ / Срок 12-84м / АСП / 11_22
2023-06-17 00:00:00,BMW Алматы,22601230133R01,12296464,59726,2,Easy Flex ПВ 20%+/  Срок 12 мес
2021-03-29 00:00:00,Тойота Центр Павлодар,22603210018,3895000,96246,123,Мультибренд ПВ 50%+ / Срок 12-84 м.
2021-03-29 00:00:00,Тойота Центр Өскемен,22603210349,1250000,40910,31,Мультибренд ПВ 50%+ / Срок 12-84 м.
2023-04-27 00:00:00,Mitsubishi Нур-Султан,22604230072,8099227,170138,4,Easy Flex / ПВ 20%+ / Срок 12м / PS / АСП / 01_23
2023-04-27 00:00:00,Lexus Astana,22604230270,11626063,225456,4,Easy Flex / ПВ 20%+ / Срок 12м / АСП / 01_23
2023-04-27 00:00:00,Mycar Raiymbek,22604230304,9645500,277151,1,Стандарт / ПВ 20%+ / Срок 12-84м / АСП / 11_22
2023-04-28 00:00:00,Тойота Центр Жетісу,22604230510,32613638,807944,1,Стандарт Повторный / ПВ 20%+ / Срок 12-84м / АСП / 03_23
2022-05-27 00:00:00,Тойота Центр Өскемен,22605220171,5740000,179316,3,Мультибренд ПВ 20-49.9%+ / Срок 12-84 м.
2022-05-27 00:00:00,Mycar Kuldzhinka,22605220346,5747700,153304,4,Стандарт с КАСКО Мультибренд ПВ 20-39.9% + / Cрок 12-84 мес
2022-05-27 00:00:00,Тойота Сити Астана,22605220478,7624463,193232,3,Easy c КАСКО Мультибренд ПВ 20-39.99% Срок 24 мес
2022-06-29 00:00:00,Mycar Kuldzhinka,22606220048,7248670,9010556,2,Отсрочка / ПВ 20%+ / Срок 12м / АСП / 11_22
2022-06-27 00:00:00,Mycar Astana,22606220170,8797883,10936326,4,Отсрочка / ПВ 20%+ / Срок 12м / АСП / 11_22
2022-07-27 00:00:00,Mycar Astana,22607220229,4028199,98744,122,Отсрочка с платежами ПВ 20%+/ Срок 60 мес БУ
2022-10-04 00:00:00,Тойота Центр Шымкент,22608210203R01,4370600,121153,3,Мультибренд ПВ 20-49.9%+ / Срок 12-84 м.
2022-08-27 00:00:00,Тойота Центр Актау,22608220749,10881544,593685,3,Стандарт с КАСКО Мультибренд ПВ 20-39.9% + / Cрок 12-84 мес
2021-10-27 00:00:00,Lexus Almaty,22610210134,25736672,692345,4,Стандарт с КАСКО ПВ 40% + / Cрок 12-84 м/Без забот
2022-11-29 00:00:00,Тойота Сити,22611220082,8063388,185152,1,Easy с КАСКО / ПВ 20-65% / Срок 36м / АСП / 11_22
2022-12-27 00:00:00,Тойота Сити Астана,22612220248,4062213,88276,3,Easy Flex ПВ 20%+/  Срок 12 мес/PS
2022-12-29 00:00:00,Lexus Shymkent,22612220321,21152632,558697,3,Easy с КАСКО Повторный / ПВ 20-65% / Срок 36м / Без забот / АСП / 11_22
2022-12-27 00:00:00,Nissan Almaty,22612220347,9487913,199309,4,Easy Flex ПВ 20%+/  Срок 12 мес/PS
2022-12-29 00:00:00,Lexus Shymkent,22612220388,5746684,151557,4,Стандарт с КАСКО / ПВ 20%+ / Срок 12-84м / Без забот / АСП / 11_22
2022-12-27 00:00:00,Mycar Kuldzhinka,22612220404,8742312,169533,4,Easy Flex ПВ 20%+/  Срок 12 мес
2022-12-28 00:00:00,Hyundai Astana,22612220412,5088971,109374,3,Easy Flex ПВ 20%+/  Срок 12 мес/Без забот/PS
2022-12-28 00:00:00,Mycar Astana,22612220586,18028090,349607,3,Easy Flex ПВ 20%+/  Срок 12 мес
2020-08-02 00:00:00,Lexus Almaty,22701200085R01,16345800,74854,2,ПВ 20-39.9% / Срок 12-84-НА
2023-01-30 00:00:00,Exeed Almaty,22701230140,7455420,149563,2,Easy Flex ПВ 20%+/  Срок 12 мес
2023-01-30 00:00:00,Тойота Центр Шымкент,22701230298,4904499,138415,3,Easy с КАСКО / ПВ 20-65% / Срок 36м / Без забот / АСП / 11_22
2023-01-30 00:00:00,Exeed Shymkent,22701230306,8763750,298206,2,Стандарт / ПВ 20%+ / Срок 12-84м / PS / Без забот / АСП / 11_22
2023-01-30 00:00:00,Mycar Raiymbek,22701230314,8080000,789094,2,Стандарт / ПВ 20%+ / Срок 12-84м / АСП / 11_22
2023-01-30 00:00:00,Lexus Astana,22701230389,27605813,2628945,2,Стандарт Повторный / ПВ 20%+ / Срок 12-84м / АСП / 11_22
2021-02-19 00:00:00,Lexus Astana,2270219018R,17976000,402927,7,Comfrot 24 ПВ 40-65% БП
2023-02-28 00:00:00,Lexus Shymkent,22702230024,21167120,396324,2,Easy Flex / ПВ 20%+ / Срок 12м / 01_23
2023-02-28 00:00:00,Lexus Astana,22702230149,29483001,1984609,2,Стандарт Повторный / ПВ 20%+ / Срок 12-84м / АСП / 11_22
2023-02-28 00:00:00,Lexus Astana,22702230396,50769665,950591,2,Easy Flex / ПВ 20%+ / Срок 12м / 01_23
2022-03-29 00:00:00,Тойота Центр Жетісу,22703220081,7918804,209303,1,Мультибренд ПВ 20-39.9%/ 12-84 мес/ Без забот
2023-03-28 00:00:00,Тойота Центр Алматы,22703230064,13241504,332882,2,Стандарт Повторный / ПВ 20%+ / Срок 12-84м / Без забот / АСП / 03_23
2023-03-28 00:00:00,Тойота Сити Астана,22703230338,17531600,380980,2,Easy Flex / ПВ 20%+ / Срок 12м / PS / АСП / 01_23
2023-03-28 00:00:00,Lexus Astana,22703230635,22403900,2136105,2,Стандарт Повторный / ПВ 20%+ / Срок 12-84м / АСП / 11_22
2023-03-29 00:00:00,Lexus Almaty,22703230668,26515516,1043071,2,Стандарт Повторный / ПВ 20%+ / Срок 12-84м / 11_22
2022-04-28 00:00:00,Тойота Центр Шымкент,22704220460,7611530,235765,64,Стандарт с КАСКО Мультибренд ПВ 20-39.9% + / Cрок 12-84 мес/Без забот
2022-04-28 00:00:00,Тойота Центр Шымкент,22704220478,17047426,393926,3,Отсрочка с платежами ПВ 20%+/ Срок 60 мес/ Без забот БУ
2022-05-11 00:00:00,Тойота Центр Алматы,22704220486,3800000,104254,46,"Мультибренд JP, DE ПВ 20-39.9% / Срок 12-84 м"
2023-04-28 00:00:00,Тойота Центр Алматы,22704230188,20487393,519528,4,Стандарт с КАСКО / ПВ 20%+ / Срок 12-84м / АСП / 03_23
2022-05-27 00:00:00,Mycar Raiymbek,22705220105,6469031,8041415,35,Отсрочка / ПВ 20%+ / Срок 12м / АСП / 11_22
2022-06-28 00:00:00,Lexus Shymkent,22706220096,30878843,38547766,4,Отсрочка ПВ 20%+/Срок 12 м/Без забот-БУ
2022-06-27 00:00:00,Mycar Raiymbek,22706220153,11212988,13938454,4,Отсрочка / ПВ 20%+ / Срок 12м / АСП / 11_22
2022-06-29 00:00:00,Lexus Astana,22706220351,21563438,26804720,2,Отсрочка / ПВ 20%+ / Срок 12м / АСП / 11_22
2022-06-30 00:00:00,Lexus Almaty,22706220583,21460000,696757,1,ПВ 20-39.9% / Срок 12-84 / Без забот
2022-06-29 00:00:00,Lexus Almaty,22706220625,12506794,15862615,3,Отсрочка ПВ 20%+/Срок 12 м/ Без забот-БУ PS
2021-10-11 00:00:00,Тойота Центр Алматы,22709210144,3960000,100562,18,ПВ 20-39.9% / Срок 12-84
2021-10-29 00:00:00,Тойота Центр Астана,22710210299,5514152,202982,1,Стандарт с КАСКО Мультибренд ПВ 20-39.9%+ / Срок 60 м.
2022-12-28 00:00:00,Тойота Центр Есиль,22712220023,4355814,84470,3,Easy Flex ПВ 20%+/  Срок 12 мес
2022-12-28 00:00:00,Exeed Almaty,22712220155,13356147,140521,2,Easy Flex ПВ 20%+/  Срок 12 мес/Без забот
2022-12-29 00:00:00,Mycar Kuldzhinka,22712220551,6317443,118285,3,Easy Flex ПВ 20%+/  Срок 12 мес
2022-12-29 00:00:00,Mitsubishi Нур-Султан,22712220668,16967192,351725,2,Easy Flex ПВ 20%+/ Срок 12 мес
2022-01-31 00:00:00,Тойота Центр Шымкент,22801220157,11449699,283116,2,Стандарт с КАСКО Мультибренд ПВ 20-39.9% + / Cрок 12-84 мес
2023-01-30 00:00:00,Mycar Raiymbek,22801230107,8373600,167982,2,Easy Flex / ПВ 20%+ / Срок 12м / АСП / 01_23
2022-03-02 00:00:00,Тойота Центр Атырау,22802220586,4546828,159472,46,Стандарт с КАСКО Мультибренд ПВ 20-39.9% + / Cрок 12-84 мес/Без забот
2023-03-29 00:00:00,Тойота Центр Шымкент,22803230063,9197535,236969,2,Стандарт с КАСКО / ПВ 20%+ / Срок 12-84м / Без забот / АСП / 03_23
2022-04-29 00:00:00,Тойота Центр Шымкент,22804220196,4619268,123383,212,Стандарт с КАСКО Мультибренд ПВ 20-39.9% + / Cрок 12-84 мес
2023-04-28 00:00:00,Exeed Karaganda,22804230013,9820525,262148,2,Стандарт с КАСКО / ПВ 20%+ / Срок 12-84м / PS / АСП / 03_23
2020-05-29 00:00:00,Тойота Центр Шымкент,22805200080,3707092,102714,1,ПВ 20+% Toyota/Lexus / Срок 12-84-Повторные-Б/У
2022-06-29 00:00:00,Mycar Kuldzhinka,22806220137,16137395,20059804,2,Отсрочка / ПВ 20%+ / Срок 12м / АСП / 11_22
2022-06-30 00:00:00,Тойота Центр Астана,22806220277,21002788,26233336,1,Отсрочка ПВ 20%+/Срок 12 м/Без забот-БУ
2022-06-30 00:00:00,Тойота Сити,22806220335,15237587,18941286,1,Отсрочка / ПВ 20%+ / Срок 12м / АСП / 11_22
2023-05-02 00:00:00,Тойота Центр Шымкент,22809210309R02,3075753,88586,1,КАСКО ПВ 30-39.9%24
2022-11-29 00:00:00,Exeed Nur-Sultan,22811220114,15519966,208832,2,Easy Flex ПВ 20%+/  Срок 12 мес/PS
2022-11-30 00:00:00,Lexus Almaty,22811220312,23325732,463603,1,Easy Flex ПВ 20%+/ Срок 12 мес/Без забот
2022-11-29 00:00:00,Exeed Almaty,22811220353,17402437,357803,1,Easy Flex ПВ 20%+/  Срок 12 мес/Без забот
2022-11-30 00:00:00,Lexus Almaty,22811220502,33302250,661887,1,Easy Flex ПВ 20%+/  Срок 12 мес/Без забот
2023-03-14 00:00:00,Exeed Nur-Sultan,22812220139R02,18430909,96727,2,Easy Flex ПВ 20%+/  Срок 12 мес/PS
2023-01-20 00:00:00,Mycar Raiymbek,22812220188,4628250,92848,10,Easy Flex ПВ 20%+/  Срок 12 мес
2022-12-29 00:00:00,Exeed Almaty,22812220345,15754713,204958,1,Easy Flex ПВ 20%+/  Срок 12 мес/Без забот
2023-03-30 00:00:00,Mycar Kuldzhinka,22903230666,7677740,225939,1,Стандарт с КАСКО / ПВ 20%+ / Срок 12-84м / АСП / 03_23
2022-05-03 00:00:00,Тойота Центр Шымкент,22904220260,3436456,140016,88,Стандарт с КАСКО Мультибренд ПВ 40%+/12-84 м./ Без забот
2022-06-30 00:00:00,Mycar Astana,22906220375,13455585,16726144,1,Отсрочка / ПВ 20%+ / Срок 12м / АСП / 11_22
2022-06-30 00:00:00,Тойота Сити Астана,22906220425,19924616,25165738,1,Отсрочка ПВ 20%+/Срок 12 м-БУ PS
2022-07-29 00:00:00,Lexus Шымкент,22907220044,5305853,162556,1,Стандарт с КАСКО Мультибренд ПВ 20-39.9% + / Cрок 12-84 мес
2022-07-29 00:00:00,Lexus Шымкент,22907220200,5436547,145116,93,Стандарт с КАСКО Мультибренд ПВ 20-39.9% + / Cрок 12-84 мес
2021-10-01 00:00:00,Тойота Центр Есиль,22909210548,3500000,94665,1,ПВ 20-39.9% / Срок 12-84 м / Без забот PS
2022-09-30 00:00:00,Lexus Almaty,22909220059,22634100,494272,59,Easy ПВ 20-39.9%+/ Срок 36 мес Повтор.
2022-11-07 00:00:00,Volkswagen Нур-Султан,22909220141R01,11627120,311359,59,"Мультибренд JP, DE ПВ 20-39.9% / Срок 12-84 м"
2021-11-02 00:00:00,Тойота Центр Шымкент,22910210081,2624000,75743,59,Мультибренд ПВ 50%+ / Срок 12-84 м.
2021-12-02 00:00:00,Lexus Astana,22910210107,22053816,26544327,210,Отсрочка ПВ 20%+/Срок 12 м.
2021-11-01 00:00:00,Тойота Центр Павлодар,22910210552,4043871,4865014,242,Отсрочка / ПВ 20%+ / Срок 12м / АСП / 11_22
2023-02-06 00:00:00,Mycar Raiymbek,22911210585R01,8192669,650700,15,Стандарт / ПВ 20%+ / Срок 12-84м / АСП / 11_22
2023-06-22 00:00:00,Volkswagen Нур-Султан,22911220113R06,23374428,21347,2,Easy Flex ПВ 20%+/  Срок 12 мес
2022-12-30 00:00:00,Тойота Центр Есиль,22912220021,11386725,296310,1,Стандарт с КАСКО / ПВ 20%+ / Срок 12-84м / АСП / 11_22
2023-01-31 00:00:00,Тойота Сити Астана,23001230103,22816075,495816,2,Easy Flex / ПВ 20%+ / Срок 12м / PS / АСП / 01_23
2023-01-31 00:00:00,Mycar Kuldzhinka,23001230848,10396575,351232,2,Стандарт с КАСКО / ПВ 20%+ / Срок 12-84м / АСП / 11_22
2022-11-28 00:00:00,Тойота Центр Шымкент,23003220136R01,11874368,199760,92,Easy ПВ 20-39.9% Срок 24 мес-БУ
2023-03-30 00:00:00,Mycar Kuldzhinka,23003230127,37808406,809040,1,Easy Flex / ПВ 20%+ / Срок 12м / АСП / 01_23
2023-03-30 00:00:00,Exeed Almaty,23003230275,11888903,993714,2,SMART Credit / ПВ 20%+ / Срок 12м / АСП / 05_23
2022-06-02 00:00:00,Тойота Центр Жетісу,23005220399,8096723,10118685,28,Отсрочка ПВ 20%+/Срок 12 м/Без забот-БУ
2022-12-09 00:00:00,Тойота Центр Жетісу,23011210236R01,9365015,788163,93,Стандарт / ПВ 20%+ / Срок 12-84м / АСП / 11_22
2021-12-31 00:00:00,Тойота Сити Астана,23012210102,14078216,17102049,179,Отсрочка / ПВ 20%+ / Срок 12м / АСП / 11_22
2021-12-31 00:00:00,Тойота Центр Павлодар,23012210276,21284125,25855701,179,Отсрочка / ПВ 20%+ / Срок 12м / АСП / 11_22
2023-03-31 00:00:00,Mycar Astana,23103230092,6299209,160188,28,Стандарт с КАСКО / ПВ 20%+ / Срок 12-84м / АСП / 03_23
2023-03-31 00:00:00,Тойота Сити Астана,23103230258,5609492,113773,2,Easy Flex / ПВ 20%+ / Срок 12м / PS / АСП / 01_23
2023-03-31 00:00:00,Exeed Almaty,23103230332,10648295,227857,59,Easy Flex / ПВ 20%+ / Срок 12м / АСП / 01_23
2022-06-02 00:00:00,Subaru Astana,23105220158,13110570,16297269,29,Отсрочка / ПВ 20%+ / Срок 12м / АСП / 11_22
2022-11-01 00:00:00,Тойота Центр Шымкент,23110220334,3066800,290400,29,ПВ 20%+ Мультибренд / Срок 12-84 Удерж./Без забот
2020-10-22 00:00:00,Тойота Центр Павлодар,31710200036,9078123,315844,7,ПВ 10%+ /Срок 12-60 м. Даму
2021-01-26 00:00:00,Тойота Центр Павлодар,32501210267,14174024,338277,4,ПВ 10%+ /Срок 12-60 м. Даму
2020-12-31 00:00:00,Тойота Сити,33012200037,9689680,269869,4,ПВ 10%+ /Срок 12-60 м. Даму
2021-06-14 00:00:00,Тойота Центр Караганда,51106210043,12313000,429223,161,ПВ 10%+ /Срок 12-60 м. Даму
2023-04-24 00:00:00,Тойота Центр Алматы,51204230091,3027885,288168,4,Стандарт ЮЛ / ПВ 20%+ / Срок 12-60м / Без забот / 11_22
2022-07-22 00:00:00,Тойота Центр Астана,51207220354,29146442,625928,8,Отсрочка с платежами ПВ 20%+/ Срок 60 мес ЮЛ
2021-12-15 00:00:00,Тойота Центр Актобе,51312210571,17255385,482367,396,ПВ 20-39.9% / Срок 12-60 м. ЮЛ
2021-05-26 00:00:00,Тойота Центр Уральск,52005210290,8480000,320342,4,ПВ 40%+ / Срок 12-60 м. ЮЛ
2021-08-27 00:00:00,Тойота Сити Астана,52008210339,13731927,477555,3,ПВ 10%+ /Срок 12-60 м. Даму
2022-06-29 00:00:00,Тойота Центр Атырау,52106220693,19127780,558429,2,ПВ 20-39.9% / Срок 12-60 м. ЮЛ/ Без забот
2021-04-26 00:00:00,Тойота Центр Уральск,52204210307,24042780,908251,4,ПВ 40%+ / Срок 12-60 м. ЮЛ
2023-01-30 00:00:00,Тойота Центр Шымкент,52301230448,52591000,1301181,32,Easy ЮЛ / ПВ 20-65% / Срок 24м / Без забот / 11_22
2023-01-30 00:00:00,Тойота Центр Шымкент,52601230171,52591000,1301181,32,Easy ЮЛ / ПВ 20-65% / Срок 24м / Без забот / 11_22
2021-05-28 00:00:00,Тойота Центр Шымкент,52605210088,14680050,510518,2,ПВ 10%+ /Срок 12-60 м. Даму
2023-05-29 00:00:00,Тойота Центр Актау,52605230169,13587392,541988,1,Стандарт ЮЛ / ПВ 20%+ / Срок 12-60м / АСП / 11_22
2023-01-31 00:00:00,Тойота Центр Актау,52701230261,15170400,437325,2,Стандарт ЮЛ / ПВ 20%+ / Срок 12-60м / 11_22
2023-02-16 00:00:00,Lexus Astana,60802230320,41942380,3999655,14,Стандарт с КАСКО / ПВ 20%+ / Срок 12-84м / 11_22
2021-09-20 00:00:00,Lexus Astana,60809210531,23098320,1254944,253,ПВ 20%+ /Срок 24 м
2022-06-15 00:00:00,Тойота Центр Қостанай,61006210991,25840000,1409693,15,ПВ 20%+ / Срок 12-60 м./PS-Б/У ЮЛ
